"age","boredom_rating","risk_propensity","height","left_handed","reaction_time"
29,31.26,12.11,153.59,0,897.856363919596
40,38.34,13.34,140.31,0,900.696031946109
32,54.08,12.53,164.35,0,901.23159212136
36,66.75,15.45,190.65,0,898.915354054786
37,74.83,16.74,156.81,0,900.253489035692
36,5.83,11.11,168.52,0,900.308396937541
28,1.42,15.21,143.48,0,898.352018578582
32,14.68,15.44,175.82,1,900.315765906145
43,46.19,15.98,158.8,0,900.225790491106
36,59.99,14.92,112.26,0,899.306247168722
31,51.66,16.72,168.95,0,898.435377630658
32,45.19,16.65,173.04,0,898.980475732034
40,40.57,10.44,169.85,0,900.342051809527
37,74.96,14.3,159.53,0,899.141015633441
31,52.05,9.45,171.35,0,899.955838292772
35,61.03,10.28,158.25,1,900.656703557958
38,2.32,20.32,179.37,0,899.00690971128
44,9.8,11.26,135.68,0,901.953690748742
31,63.54,17.02,174.62,0,900.038180695699
33,25.96,12.63,169.19,0,898.984917883031
40,50.12,23.7,174.17,0,898.8817849299
33,29.53,15.21,155.3,0,898.278161997194
42,31.12,14.82,167,0,900.232327581449
40,25.34,21.18,171.78,1,901.403115657351
27,0.21,14.62,161.27,0,898.596141997979
37,29.37,15.74,133.18,0,899.380501931076
28,34.05,12.79,170.32,0,900.012153234414
28,12.14,14.51,148.36,1,900.799992426696
35,54.7,17.58,133.68,0,899.318660787281
35,36.31,16.45,173.17,0,898.990022640752
35,47.16,5.93,189.49,0,900.783668793226
41,5.98,20.06,162.09,0,898.956086427029
36,27.14,10.28,175.59,0,901.008167645066
32,98.74,18.71,151.43,0,899.140915724487
36,62.61,13.38,154.92,0,901.026024695698
32,20.39,14.35,182.7,0,899.326476273017
35,18.13,16.6,153.71,0,898.982978534044
29,99.72,9.5,173.8,0,900.621996335237
34,75.78,13.66,148.25,0,900.495000564967
36,44.28,10.52,164.14,0,900.564252987284
31,79.55,17.41,206.38,0,899.521766018345
35,60.32,15.67,180.62,0,898.843560164229
32,83.09,6.95,199.92,0,900.814027546927
32,0.4,12.44,192.82,0,898.864710916621
34,78.78,11.01,173,0,899.126037175109
37,2.11,10.68,137.1,0,900.234079932931
34,36.24,14.03,170.24,0,898.852552570331
36,22.27,5.16,160.76,0,901.847715724163
40,49,23.3,142,0,899.161601910453
34,46.66,16.38,123.6,0,899.608504704617
34,89.34,4.66,127.33,0,901.296921921901
38,21.95,9.43,154.94,0,901.244558244768
29,72.94,15.85,177.89,0,899.40143814184
38,27.09,11.59,115.76,0,901.255075951155
32,63.57,13.9,183.42,0,899.557017697554
29,6.3,20.32,123.58,0,898.248758645865
26,89.96,20.58,153.32,0,898.818304521102
31,25.03,21.33,183.11,1,899.491694395527
29,26.54,11.52,175.07,0,898.930411353795
29,17.25,19.67,165.11,0,899.501037028957
43,51.01,14.21,159.71,0,901.297321044834
29,19.47,15.67,167.91,1,900.842856492204
40,90.35,17.43,152.18,0,901.614294096808
38,97.68,15.92,158.92,0,900.765966285863
31,40.14,15.92,160.15,0,898.677808371939
32,88.61,11.76,191.45,0,899.967290897226
33,55.37,14.54,183.87,0,899.659308750124
36,29.65,8.62,179.71,0,900.224309917993
33,44.17,16.53,168.97,0,900.336072025834
39,94.17,16.1,170.26,0,901.421334974215
34,89.14,19.03,177.53,1,901.32018596421
24,14.77,7.72,169.64,1,902.188585292475
35,55.39,14.64,152.04,0,901.104106232842
26,84.45,9.37,179.3,0,898.75384452725
40,52.68,11.85,171.16,0,900.309670920146
31,75.28,17.39,150.31,0,899.52013699849
29,24.79,13.84,152.57,0,898.305768286862
32,62.71,10.09,141.33,0,901.659065181497
38,33.78,12.55,129.6,0,899.852680273189
25,81.35,21.88,153.49,0,897.765874708367
36,5.83,11.75,177.39,1,901.365500865055
30,63.61,21.63,189.8,0,897.62904335272
35,65.89,17.05,172.25,0,897.976364116703
38,64.77,18.46,177.39,0,900.417915087061
38,80.17,9.18,144.96,0,900.237189380055
43,7.5,6.41,130.12,0,901.776025911808
36,9.05,20.6,150.79,0,898.185367059644
31,93.76,10.33,163.16,0,901.283926555927
46,65.59,10.85,151.83,0,901.976764866555
33,92.44,15.1,180.68,0,899.570943299305
39,62.89,5.9,168.2,0,901.371960850418
40,27.88,16.96,147.6,0,899.929336710204
37,57.74,20.59,188.97,0,899.702112405659
42,41.15,13.43,146.54,0,901.961300200524
34,52.85,5.54,135.62,0,901.049154236349
29,8.36,11.06,164.73,0,898.910787858399
33,94.9,11.22,168.8,1,900.782056361315
32,39.59,19.23,126.16,0,899.915177071412
37,63.04,19.27,158.66,0,900.04598963167
30,44.36,15.5,124.34,1,900.282462014847
38,91.95,12.08,163.11,0,900.760012229588
29,9.14,13.27,155.9,0,898.807786199184
44,67.4,17.37,148.81,0,900.536883039732
42,27.8,18.06,138.68,0,900.047461532118
33,68.7,7.94,156.82,0,900.934386571099
36,4.32,15.89,139.17,0,900.028475660613
33,29.47,15.29,190.64,0,900.102886446778
29,13.81,5.57,173.78,0,899.228786347826
22,99.64,12.94,195.71,0,898.476534401906
35,87.54,11.24,168.26,1,902.620561013705
35,47.62,15.25,175.91,0,899.615646867699
43,58.91,19.35,214.06,0,899.330775829961
25,30.94,21.39,126.14,0,897.038863735413
32,46.77,20.23,118.09,0,897.797894254653
39,64.89,18.56,139.12,0,898.978802390708
37,83.46,15.24,180.26,0,899.309966035455
36,65.88,14.8,131.85,0,899.931238679606
32,94.39,13.43,193.6,0,899.488165465303
36,76.54,10.2,186.65,0,900.567379309087
34,44.95,15.04,207.07,0,900.475912633889
36,18.01,17.76,119.03,0,899.623854521147
32,49.47,7.5,141.93,0,900.084010770829
41,44.54,12.75,176.34,1,903.092911618594
40,39.7,12.31,157.94,0,899.801800038941
42,94.23,15.52,177.8,0,899.92231698753
33,52.47,9.69,138.17,0,900.057059730799
33,31.46,18.8,169.29,0,899.103547792574
33,72.38,11.49,162.67,0,899.600536142145
42,36.08,20.32,162.4,0,900.152437251185
34,95.93,11.44,185.43,1,903.013798714712
35,72.91,20.02,149.46,0,899.47742480632
37,15.36,12.32,167.03,0,899.685295850552
38,27.22,17.23,134.58,0,898.763383450368
34,25.96,15.39,156.85,0,900.798624684845
47,87.17,13.54,126.71,0,902.476735902057
30,30.53,21.39,146.76,0,897.464006478512
28,66.37,14.92,161.63,0,897.747495465108
35,78.23,16.13,178.68,0,900.959157955132
44,53.57,13.29,153.99,0,901.355664001037
35,75.27,11.97,161.17,0,899.575779929973
36,5.57,12.94,181.57,0,900.01183107631
39,61.21,14.72,128.26,0,900.606253857651
35,36.42,15.66,159.69,0,901.00317521066
36,67.85,14.87,159.41,0,900.920743504246
41,97.9,8.17,182.27,0,900.682580047933
35,18.76,12.26,159.15,0,900.087776496791
31,38.75,8.33,142.42,0,899.461738005381
37,48.91,10.54,122.2,0,901.025797419989
30,74.36,16.47,147.2,0,899.549638337478
28,54.29,18.22,183.67,0,898.17537340006
34,17.75,16.51,199.14,0,900.081587295416
29,98.97,12.53,188.4,0,900.600939789284
38,5.58,16.02,143.27,1,902.154879928832
34,85.82,18.63,160.6,0,899.263993464725
31,76.1,11.86,179.89,0,899.798421713029
43,70.94,15.34,151.26,0,901.586510166654
34,92.64,15.22,141.63,0,900.925452575078
42,31.34,12,158.78,0,901.368267636199
34,6.12,17.9,141.11,0,898.466104667392
33,66.2,23.7,127.01,0,898.502135290219
37,80.12,14.27,142.36,0,899.969836418296
40,34.04,16.13,189.3,0,901.015642305738
49,62.97,14.54,176.03,0,901.470125677127
30,79.37,7.41,166.01,0,900.954465501334
34,35.71,16.95,156.65,0,900.424078420597
40,19.96,13.43,150.6,0,900.169505530657
37,95.99,8.9,157.73,0,901.874747287604
34,94.53,15.91,165.03,0,899.500777525927
28,15.74,21.58,196.69,0,897.052404688585
34,87.32,9.5,162.64,0,901.075951717926
34,45.33,13.38,158.24,0,898.850604345698
35,73.4,22.99,168.37,0,898.312464501082
43,74.81,22.23,182.72,0,899.599723739487
33,97.24,18.03,192.66,0,899.444935382867
27,13.95,17.58,169.44,0,899.108487646862
37,45.89,12.79,144.83,0,900.145485680149
34,86.56,7.08,168.86,1,903.720766122372
34,40.4,10.46,159.22,0,900.647552115602
38,45.46,16.19,146.28,0,900.763193058969
20,83.43,9.59,132.32,0,898.889885591968
32,89.05,19.43,176.9,0,900.322640935214
34,14.53,14.24,175.29,1,901.091901100174
38,49.07,6.18,159.98,0,901.690587778778
34,86.54,18.28,145.63,0,900.264036308094
30,23.11,10.99,154.6,0,900.119479626439
37,91.02,8.82,140.27,0,901.826459171484
35,9,19.9,148.65,0,897.470011258232
36,70.26,15.59,157.81,0,899.198633789396
41,8.49,16.47,161.43,0,900.642843016127
32,52.13,15.58,158.66,0,899.406209599693
29,44.08,10.51,171.69,0,899.918658607237
29,51.99,14.09,113.7,0,900.080508465449
30,2.24,13.1,202.44,1,900.781407888961
28,53.17,10.75,196.55,0,899.539476172897
35,5.94,5.71,168.77,0,901.875480848943
44,49.89,16.39,131.85,0,900.383453674888
35,97.52,10.67,175.65,0,900.105329855045
39,87.59,20.55,112.69,0,900.194880944174
29,42.92,12.51,188.52,0,898.509398793181
34,35.47,15.62,178.79,0,899.884035755926
38,91.27,18.64,133.3,0,899.778299174752
33,73.98,12.58,174.36,0,900.256650012726
39,95.04,16.82,158.21,0,900.357576856483
38,52.61,13.53,163.47,0,900.045327112171
32,54.76,14.28,155.63,0,898.911301618101
31,85.16,13.81,165.46,0,901.000294411928
47,50.14,20.51,181.2,0,900.264537117075
34,93.62,20.19,144.4,0,899.24492561432
35,57.79,14.68,99.14,1,901.317326830836
35,86.27,13.21,192.8,0,900.29036455153
32,75.17,16.95,119.49,0,899.583543192081
30,69.81,11.02,169.15,0,900.066329715258
29,78.85,14.28,160.82,0,899.865508031439
40,98.76,13.07,167.08,0,901.649202236484
30,2.19,11.18,183.48,0,899.980501398365
38,1.48,8.47,160.21,0,899.788991017457
42,51.89,18.7,169.08,0,900.520584487975
41,34.4,8.16,140.75,0,901.722772378004
34,73.01,13.4,164.61,1,902.879187288669
32,78.91,14.47,158.41,0,899.27740847308
30,43.25,11.63,173.68,0,899.406671146738
35,24.67,12.34,175.4,0,900.688826939304
34,58.93,17.75,152.87,0,898.85003686648
36,60.24,15.93,134.62,1,900.007571921431
32,81.39,17.39,136.47,0,899.285563841481
38,79.07,19.11,143.33,0,898.641955896523
39,44.13,11.57,164.7,0,901.056658133533
40,44.64,8.35,145.04,0,900.272229810575
46,93.79,17.32,162.04,1,903.532467394521
36,83.79,9.37,183.65,0,900.740243816985
32,67.46,20.78,150.49,0,898.862008228747
35,24.73,8.54,173.31,0,899.737638320476
27,5.53,11.41,156.06,0,898.587105906109
36,53.99,23.19,152.73,0,897.826436462824
33,42.58,18.12,150.61,1,900.331763148535
37,54.51,21.75,161.02,0,899.383959412762
34,71.49,7.47,150.25,0,901.114049219637
28,45.85,19.56,181.18,0,898.683010434822
35,56.46,10.96,159.48,0,901.602574002051
28,32.29,18.33,173,0,898.730673937246
39,8.5,4.62,192.03,0,901.106832037009
26,0.58,18.91,170.17,0,897.452640046748
34,2.98,12.49,128.82,0,899.667324570167
37,93.15,13.07,134.4,0,901.95297592185
27,47.29,20.58,152.45,0,898.432587934513
42,26.31,15.82,177.62,0,900.269746036053
31,75.41,14.5,153.63,0,898.196515404261
32,83.08,18.12,154.07,0,899.002783983367
36,23.95,9.56,168.92,0,900.843839847366
33,77.63,7.39,160.92,0,902.027808277351
30,64.72,19.41,160.38,0,897.967763481892
37,4.25,21.05,155.64,0,897.778066271722
32,71.93,16.5,181.99,1,901.229241959046
38,68.64,13.96,158.38,1,901.923117529885
32,83.51,21.04,166.53,0,898.439331092251
30,23.87,14.74,169.88,0,899.177430212813
35,72.16,15.95,166.47,0,899.822985915425
38,59.03,14.59,165.97,0,899.626791864741
36,59.69,17.76,138.91,0,899.624816100547
35,43.06,11.69,205.51,1,903.001216026119
25,5.87,13,170.32,0,899.001064781853
42,19.4,17.86,135.48,0,900.12927311444
35,30.57,15.08,192.6,0,899.839467939455
31,38.05,10.45,155.32,0,900.865001260069
34,80.46,15.75,189.4,0,899.845856653152
36,93.73,14.86,179.23,0,901.304944920764
27,67.43,10.48,154.31,1,901.694635034578
39,71.2,14.32,161.17,0,900.451980845673
36,18.46,10.21,144.21,0,900.3130512219
41,15.53,16.68,121.56,0,898.264682501905
40,62.51,14.81,142.44,0,900.874497275879
32,56.61,18.22,161.19,0,899.068279647218
33,46.26,15.02,152.92,0,900.428923573989
30,49.64,10.11,174.64,0,898.974586226208
33,89.69,8.59,153.66,0,900.023779897804
40,37.74,6.02,137.09,0,902.655802319491
44,48.64,16.28,142.83,0,900.740462245774
40,22,14.92,112.34,0,899.781937773074
26,34.89,14.29,177.38,0,898.439609300792
39,86.31,17.46,170.07,0,899.967734987635
40,39.73,7.22,164.87,1,904.211699193627
38,65.18,16.7,162.42,0,899.973616676882
31,19.01,7.43,167.93,0,900.402859059096
40,72.95,12.59,147.27,0,901.676526352286
39,90.2,6.04,133.34,0,901.924610172689
38,16.88,10.38,161.11,0,900.499220357611
33,56.56,15.53,150.04,0,898.581372849486
39,98.03,15.13,169.18,0,901.620757890862
36,27.32,18.67,173.71,0,898.869188367317
35,18.49,16.21,136.44,0,899.824783196193
42,65.49,16.27,128.82,0,901.001398814855
39,86.77,9.19,185.41,1,903.178969458894
21,80.48,11,136.09,0,899.814816137071
33,82.24,5.34,136.89,0,900.553425346246
28,33.65,13.54,160.03,0,898.80273278677
38,3.65,12.84,132.7,0,900.443460988247
33,38,11.44,167.44,0,900.883054070653
40,62.9,14.93,144.88,0,901.232908613056
37,47.64,6.91,186.57,1,902.226555304842
35,72.39,16.86,128.87,0,898.573253437673
35,2.26,9.13,174.55,0,901.534923721549
33,50.38,9.62,151.91,0,901.657995684623
36,56.18,11.77,201.83,0,900.514575665498
29,88.81,10.13,151.13,0,899.984557943399
38,51.7,20.13,139.06,0,899.396980708604
33,95.8,19.13,148.46,0,899.862757402399
31,39.66,14.25,161,0,899.332672077588
33,69.45,12.95,155.59,0,901.368016125219
44,15.36,10.94,146.62,0,900.781686311968
26,32.81,18.97,158.04,0,899.370514381176
33,85.66,15.2,163.12,0,899.385495198233
36,94.82,15.06,110.78,0,901.836468036455
32,32.36,6.6,128.35,0,899.978025724676
33,45.49,18.39,126.72,0,899.899349103571
37,55.38,10.98,176.33,0,900.494198435605
36,22.86,15.71,154.63,0,898.823280527278
32,98.27,14.25,155.73,0,901.118371623732
38,46.88,20.7,189.22,0,898.643356526816
36,27.7,20.48,137.65,0,898.856371830123
38,64.49,13.56,203.01,0,901.617321158765
28,25.18,13.43,154.93,0,897.977925212184
31,98.69,14.48,130.78,0,899.957322929651
34,56.11,16.44,141.97,1,902.029315174193
40,25.48,13.85,154.19,0,900.625211151632
32,38.77,9.55,171,0,898.609342105747
30,0.24,8.56,155.39,0,899.184475376181
39,31.11,10.66,142.24,1,902.068067100283
37,42.97,13.54,138.28,0,900.607839024772
29,65.9,17.35,173.58,0,899.349861511665
45,6.88,13.56,157.53,0,901.535478663106
42,59.07,18.75,165.77,0,898.257668799853
28,77.15,11.66,156.64,0,900.445060670673
46,14.13,13.57,130.41,0,900.10968908941
26,53.12,15.88,179.95,0,899.017085585096
36,8.37,12.85,162.27,0,899.82702289036
29,79.59,12.96,190.62,0,900.297117884885
33,72.52,19.64,194.68,0,897.843924609593
33,12.71,17.12,162.89,0,898.804232753829
37,20.06,12.37,155.14,0,899.618897918864
29,30.92,13.68,109.4,0,899.202732206921
21,16.97,17.45,159.69,0,898.64690760372
35,5.52,6.03,156.97,0,903.019088660658
31,89.18,18.24,188.94,0,900.055854096544
36,74.75,20.8,147.71,1,900.618052734361
31,53.03,11.03,182.1,0,899.970331846256
39,37.25,14.27,145.61,0,900.009555048309
35,29.47,13.4,152.02,1,902.666051732853
38,92.64,15.32,165.66,0,899.646743183446
30,78.04,10.21,176,0,900.750211637096
34,97,13.5,156.8,0,901.709074241874
37,90.39,9.35,181.48,0,900.950220625418
35,67.09,13.54,192.16,0,901.005065919695
43,83.77,12.8,155.13,0,902.587269174983
25,34.71,16.49,136.62,1,901.833184673125
39,15.58,17.75,158.4,0,899.710316193957
35,2.02,18.23,180.45,0,900.927460133523
40,27.22,11.96,148.13,0,901.355425256463
35,5.41,13.07,160.98,0,899.622541020735
21,62.43,8.08,171.81,0,900.325837334549
37,6.44,13.41,154.35,0,899.719329280853
34,8.62,25.04,146.48,1,900.676748841222
30,13.77,12.12,155.77,0,899.515290307262
32,35.12,8.07,176.87,0,899.870786879816
35,71.56,15.41,129.82,0,900.069396023711
47,49.43,7.7,141.67,0,903.046477265329
36,42.3,6.94,144.89,0,901.612496820194
30,47.39,12.92,131.73,0,898.899943734943
45,65.17,8.09,145.87,0,902.120117079589
33,58.84,11.69,212.8,1,902.763607270096
31,91.56,23.47,135.03,0,897.299151784719
29,57.27,10.46,130.47,1,902.070565382277
32,3.07,11.83,137.31,1,901.562744370658
45,81.34,15.28,150.1,0,900.58086254757
40,11.59,8.78,131.96,0,900.829432268044
39,47.88,13.9,176.85,0,900.554126357645
36,80.99,8.77,156.59,0,901.604945338066
36,20.33,9.91,129.37,0,900.73386455624
38,72.79,13.4,145.85,0,902.096798056335
36,45.18,13.56,154.95,0,899.571765743389
36,9.9,18.08,161.83,0,898.888053240858
40,41.7,11.98,180.8,0,901.016175725237
34,92.2,16.83,155.93,0,899.683709833536
36,51.58,5.63,127.98,0,901.364043762326
31,47.31,15.34,168.73,0,898.443985894564
43,93.07,18.23,149.2,0,900.956045663269
42,1.14,13.71,137.83,0,899.817118007646
26,71.45,13.29,182.73,0,899.813099008817
34,74.75,11.99,139.31,0,901.218431849632
38,96.32,14.73,183.41,0,900.252012887947
37,47.52,18.13,156.89,0,899.122590820287
39,86.74,18.69,178.98,0,900.395850457546
33,73.71,15.18,174.61,0,899.294000219886
