parcelid,logerror,transactiondate
13898558,-0.0812,2016-03-22
12408933,-0.0523,2016-03-22
14626980,-0.001,2016-03-22
12308760,-0.001,2016-03-22
17246819,-0.0736,2016-03-22
12826582,0.0554,2016-03-22
14468751,-0.009,2016-03-22
11598536,0.0516,2016-03-22
14729852,-0.0131,2016-03-22
11548891,-0.0598,2016-03-22
17144473,-0.008,2016-03-22
11534755,0.062,2016-03-22
14009764,0.002,2016-03-22
17214570,0.6683,2016-03-22
12687779,0.0583,2016-03-22
10864590,0.0478,2016-03-22
12655771,-0.0356,2016-03-22
13852605,0.001,2016-03-22
11557789,0.0198,2016-03-22
12953743,-0.0212,2016-03-22
14662108,0.0178,2016-03-22
17109879,-0.002,2016-03-22
17147001,0.0733,2016-03-22
11097717,-0.0141,2016-03-22
11296820,0.0139,2016-03-22
11098378,-0.0726,2016-03-22
11585743,-0.0315,2016-03-22
10832920,-0.0111,2016-03-22
17194162,-0.006,2016-03-22
14392357,-0.003,2016-03-22
11561110,0.1115,2016-03-22
14067904,0.0686,2016-03-22
12474063,0.0149,2016-03-22
11319404,-0.0888,2016-03-22
13845901,-0.0555,2016-03-22
14306993,-0.2797,2016-03-22
10895809,0.0354,2016-03-22
11124238,0.006,2016-03-22
14363085,-0.0336,2016-03-22
17297503,-0.007,2016-03-22
10732121,0.001,2016-03-22
14185439,0.0411,2016-03-22
11958985,0.0354,2016-03-22
11338802,-0.0845,2016-03-22
12723783,-0.0101,2016-03-22
12572491,0.0639,2016-03-22
14465356,0.002,2016-03-22
11196333,0.1914,2016-03-22
11680269,-0.5158,2016-03-22
12021736,-0.112,2016-03-22
14661017,-0.0387,2016-03-22
14737750,0.0315,2016-03-22
17113809,0.0459,2016-03-22
11747826,0.0276,2016-03-22
14069131,-0.091,2016-03-22
11914279,0.0834,2016-03-22
14719892,0.0296,2016-03-22
11568391,0.0658,2016-03-22
12240797,0.1596,2016-03-22
10809024,-0.0131,2016-03-22
11680637,0.044,2016-03-22
12684492,0.0119,2016-03-22
11658096,0.8154,2016-03-22
11686951,-0.0131,2016-03-22
11240015,-0.112,2016-03-22
12482239,-0.0151,2016-03-22
11597213,0.0354,2016-03-22
11966209,0.0583,2016-03-22
11553625,0.0296,2016-03-22
12561407,-0.1109,2016-03-22
11657765,-0.1177,2016-03-22
12687871,-0.0171,2016-03-22
11816435,-0.0619,2016-03-22
12768449,-0.0212,2016-03-22
14304101,0.0296,2016-03-22
11815425,-0.0921,2016-03-22
14676575,0.1647,2016-03-22
17245409,0.0178,2016-03-22
13922462,-0.1043,2016-03-22
14648374,0.2461,2016-03-22
11614794,-0.0305,2016-03-22
13995594,0.007,2016-03-22
11318178,0.003,2016-03-22
10952074,-0.0346,2016-03-22
10897725,-0.0471,2016-03-22
10933673,0.2359,2016-03-22
14012183,-0.001,2016-03-22
11344588,0.0188,2016-03-22
11124522,0.2038,2016-03-22
14737164,-0.0182,2016-03-22
17193931,0.0218,2016-03-22
10834153,-0.0715,2016-03-22
11554289,-0.0545,2016-03-22
14644759,0.044,2016-03-22
12946638,0.1604,2016-03-22
11467490,-0.0284,2016-03-22
14657702,-0.0888,2016-03-22
11825009,-0.0566,2016-03-22
12944863,-0.0346,2016-03-22
12047219,0.003,2016-03-22
11263613,-0.0202,2016-03-22
17089115,0.1169,2016-03-22
11094543,-0.0111,2016-03-22
11965883,0.0257,2016-03-22
12479672,-0.1244,2016-03-22
11615350,-0.006,2016-03-22
14218896,0.0421,2016-03-22
11466768,0.004,2016-03-22
11617298,-0.002,2016-03-22
14690317,0.045,2016-03-22
14409336,0.1124,2016-03-22
12668802,0.0169,2016-03-22
11527992,0.0459,2016-03-22
12334210,-0.0253,2016-03-22
17224880,-0.0121,2016-03-22
13988638,-0.046,2016-03-22
11633451,0.1604,2016-03-22
12698308,0.0315,2016-03-22
12741170,0.0516,2016-03-22
13988658,-0.0121,2016-03-22
17209318,-0.0629,2016-03-22
14278609,-0.0131,2016-03-22
13059187,0.0325,2016-03-22
17110848,-0.0222,2016-03-22
17254873,0.0926,2016-03-22
13884506,0.1053,2016-03-22
12681174,-0.0111,2016-03-22
14618604,-0.0481,2016-03-22
12650790,-0.0294,2016-03-22
14683956,0.0431,2016-03-22
14722580,-0.0182,2016-03-22
11409257,0.0188,2016-03-22
14327260,0.1363,2016-03-22
12694628,-0.0305,2016-03-22
14279227,0.1848,2016-03-22
17266084,-0.2107,2016-03-22
12856008,0.0354,2016-03-22
17256176,-0.0263,2016-03-22
14692530,-0.0845,2016-03-22
11760232,0.3832,2016-03-22
11578110,-0.0101,2016-03-22
12375899,0.0411,2016-03-22
10902636,-0.0429,2016-03-22
17283490,0.002,2016-03-22
13086296,0.0169,2016-03-22
17150430,-0.007,2016-03-22
10902850,0.044,2016-03-22
14644325,0.0469,2016-03-22
13951275,-0.091,2016-03-22
14722649,-0.0513,2016-03-22
17188490,0.0149,2016-03-22
11275971,-0.0704,2016-03-22
14135062,-0.112,2016-03-22
11204876,0.0149,2016-03-22
11708253,0.004,2016-03-22
17255563,-0.0387,2016-03-22
11269785,0.004,2016-03-22
12367723,0.0,2016-03-22
14152458,0.0402,2016-03-22
14279845,0.0373,2016-03-22
14702846,0.0411,2016-03-22
12511937,0.0139,2016-03-22
12453826,0.008,2016-03-22
10821196,-0.009,2016-03-22
12878349,0.005,2016-03-22
12681505,0.0325,2016-03-22
13888714,0.1026,2016-03-22
11536240,-0.0356,2016-03-22
17205785,0.0639,2016-03-22
14670503,-0.0284,2016-03-22
12115622,-0.1755,2016-03-22
10852911,-0.0651,2016-03-22
14650985,0.077,2016-03-22
14053082,-0.009,2016-03-22
11227213,0.01,2016-03-22
13066624,0.0779,2016-03-22
12696453,0.0714,2016-03-22
14694828,-0.0263,2016-03-22
13866439,0.0602,2016-03-22
11882575,0.0296,2016-03-22
10785288,-0.0704,2016-03-22
12873544,0.0816,2016-03-22
12666453,0.002,2016-03-22
14669411,-0.0192,2016-03-22
12528227,-0.0141,2016-03-22
17222087,0.0149,2016-03-22
12526246,0.0237,2016-03-22
14651171,-0.0131,2016-03-22
11991476,0.0257,2016-03-22
12979147,-0.0212,2016-03-22
10906076,-0.0212,2016-03-22
14683406,0.0227,2016-03-22
12237172,-0.0171,2016-03-22
11739005,-0.045,2016-03-22
10782543,-0.0274,2016-03-22
12882839,-0.0704,2016-03-22
14694039,-0.0171,2016-03-22
10821085,0.009,2016-03-22
10944168,-0.007,2016-03-22
17252759,-0.0121,2016-03-22
11270627,-0.137,2016-03-22
13908999,-0.0608,2016-03-22
12881786,0.163,2016-03-22
12980833,0.0733,2016-03-22
11576965,-0.0212,2016-03-22
10741328,-0.0192,2016-03-22
14488773,0.7862,2016-03-22
10783346,0.076,2016-03-22
10784116,0.0554,2016-03-22
12211276,0.1432,2016-03-22
12878965,-0.0367,2016-03-22
11056101,-0.006,2016-03-22
14694444,0.002,2016-03-22
14140440,0.001,2016-03-22
11983080,0.1731,2016-03-22
14340312,-0.0171,2016-03-22
11118655,0.0129,2016-03-22
11974977,-0.006,2016-03-22
14690759,-0.0429,2016-03-22
10796902,-0.2345,2016-03-22
14598568,-0.0534,2016-03-22
12840429,0.0159,2016-03-22
11714983,-0.008,2016-03-22
14286595,-0.0121,2016-03-22
14625239,-0.0377,2016-03-22
12394959,0.062,2016-03-22
11579626,0.0139,2016-03-22
12206521,-0.2998,2016-03-22
14233466,-0.0834,2016-03-22
14447018,0.0962,2016-03-22
11620991,-0.046,2016-03-22
11202983,0.1931,2016-03-22
10930759,0.002,2016-03-22
12061097,-0.0182,2016-03-22
12736210,0.0276,2016-03-22
12671267,-0.0954,2016-03-22
12649829,-0.0736,2016-03-22
12610036,-0.0387,2016-03-22
12057069,-0.0576,2016-03-22
11514814,0.0198,2016-03-22
11267288,-0.001,2016-03-22
12128085,-0.008,2016-03-22
17159034,0.0266,2016-03-22
14235120,0.045,2016-03-22
14234611,-0.0222,2016-03-22
11976724,-0.0619,2016-03-22
12547337,0.0411,2016-03-22
11451560,0.0119,2016-03-22
12914143,0.0742,2016-03-22
12641657,-0.0101,2016-03-22
10901737,0.0227,2016-03-22
12704579,0.0383,2016-03-22
14382756,-0.0253,2016-03-22
11911792,0.0257,2016-03-22
12013225,0.004,2016-03-22
17136066,0.0178,2016-03-22
12611346,-0.0151,2016-03-22
11482618,-0.0387,2016-03-22
17160169,-0.0683,2016-03-22
11391254,0.0507,2016-03-22
10723241,0.0178,2016-03-22
11043116,0.005,2016-03-22
11580413,0.1328,2016-03-22
14075229,-0.0315,2016-03-22
10995778,-0.045,2016-03-22
12279119,0.001,2016-03-22
11767191,0.1596,2016-03-22
12985469,0.0139,2016-03-22
12510018,0.0402,2016-03-22
11148483,0.007,2016-03-22
11742906,0.0344,2016-03-22
11927162,-0.0694,2016-03-22
14489936,0.007,2016-03-22
11923853,0.3584,2016-03-22
14430799,0.0218,2016-03-22
12849806,0.0363,2016-03-22
12067132,-0.0212,2016-03-22
11175150,-0.005,2016-03-22
10928251,-0.0555,2016-03-22
10893908,-0.0481,2016-03-22
12193734,0.3443,2016-03-22
12738715,-0.0356,2016-03-22
10738391,0.0,2016-03-22
12193586,0.1389,2016-03-22
11894798,0.0935,2016-03-22
17082862,0.5218,2016-03-22
17257395,-0.001,2016-03-22
13046965,0.0649,2016-03-22
14350961,0.0325,2016-03-22
11897304,-0.003,2016-03-22
12470354,-0.1744,2016-03-22
12457348,0.0276,2016-03-22
14161364,-0.008,2016-03-22
10859999,-0.045,2016-03-22
13042314,0.01,2016-03-22
17240319,0.0853,2016-03-22
12846274,0.1527,2016-03-22
11543425,0.0695,2016-03-22
11521108,0.0198,2016-03-22
12266396,-0.0419,2016-03-22
11846555,-0.0492,2016-03-22
10846470,0.2111,2016-03-22
17256572,0.008,2016-03-22
11320930,-0.0192,2016-03-22
11268779,-0.0877,2016-03-22
10859668,-0.006,2016-03-22
12848293,0.0227,2016-03-22
10958664,-0.0233,2016-03-22
11633450,0.1579,2016-03-22
11981943,0.0129,2016-03-22
14724932,-0.0398,2016-03-23
10894389,0.0334,2016-03-23
14685149,-0.0534,2016-03-23
11676296,-0.1924,2016-03-23
13862446,-0.046,2016-03-23
14738969,0.0109,2016-03-23
11104402,-0.0111,2016-03-23
14483979,-0.0192,2016-03-23
17266085,-0.1485,2016-03-23
12986200,-0.0315,2016-03-23
17131274,-0.0294,2016-03-23
12712858,0.0354,2016-03-23
11107737,0.0188,2016-03-23
12437617,-0.3696,2016-03-23
12280703,-0.0182,2016-03-23
11588467,-0.0315,2016-03-23
12999233,0.0421,2016-03-23
14685741,-0.0429,2016-03-23
12104701,0.0325,2016-03-23
17093833,0.001,2016-03-23
11671544,-0.0274,2016-03-23
13898408,1.507,2016-03-23
13004960,-0.0121,2016-03-23
14705323,-0.0481,2016-03-23
14467015,0.0402,2016-03-23
14733544,-0.0315,2016-03-23
11048861,0.0325,2016-03-23
11695218,-0.0736,2016-03-23
12375389,-0.005,2016-03-23
14132592,0.1178,2016-03-23
14132309,0.0,2016-03-23
14153742,-0.0263,2016-03-23
11872418,-0.004,2016-03-23
17106384,-0.0141,2016-03-23
14374212,0.0305,2016-03-23
11523850,-0.0726,2016-03-23
14455456,0.0169,2016-03-23
13048098,-0.0377,2016-03-23
11711518,-0.0387,2016-03-23
14691861,0.0159,2016-03-23
13045586,0.0169,2016-03-23
12387775,0.005,2016-03-23
14160407,0.001,2016-03-23
11571765,0.0325,2016-03-23
14161782,0.1664,2016-03-23
12088394,-0.0651,2016-03-23
13894611,-0.6832,2016-03-23
10995633,0.0129,2016-03-23
17105247,0.3001,2016-03-23
13079143,0.0602,2016-03-23
14137469,-0.2169,2016-03-23
11528898,-1.39,2016-03-23
11575654,-0.044,2016-03-23
11700840,-0.0356,2016-03-23
12343287,-0.0212,2016-03-23
11700666,0.004,2016-03-23
11056312,-0.0121,2016-03-23
17198173,0.0266,2016-03-23
10852055,-0.0161,2016-03-23
14142196,0.0526,2016-03-23
14148188,0.0198,2016-03-23
14141470,-0.0619,2016-03-23
12665033,0.0198,2016-03-23
13062057,-0.0492,2016-03-23
10861248,0.0188,2016-03-23
11699634,-0.0823,2016-03-23
11630961,-0.0758,2016-03-23
17104485,-0.0801,2016-03-23
10927043,0.01,2016-03-23
13075556,0.045,2016-03-23
14732142,-0.0823,2016-03-23
14088908,-0.0284,2016-03-23
14376506,0.0286,2016-03-23
14695773,0.0564,2016-03-23
12361400,-0.137,2016-03-23
12698020,-0.0367,2016-03-23
11697402,0.0402,2016-03-23
11893375,-0.5108,2016-03-23
10720826,0.8514,2016-03-23
12272172,-0.001,2016-03-23
12250777,-0.002,2016-03-23
11043220,0.1026,2016-03-23
10834901,0.0488,2016-03-23
14736925,-0.0284,2016-03-23
10891927,0.0315,2016-03-23
13844042,-0.0305,2016-03-23
12657105,-0.0736,2016-03-23
11008202,-0.0182,2016-03-23
14370260,0.1249,2016-03-23
12096990,0.0159,2016-03-23
14496917,-0.0111,2016-03-23
13849811,-0.0233,2016-03-23
10867783,1.027,2016-03-23
13010527,0.01,2016-03-23
14700349,0.0188,2016-03-23
11682117,0.0198,2016-03-23
11026178,-0.007,2016-03-23
12430501,-0.0471,2016-03-23
12431007,0.0354,2016-03-23
11497215,0.0218,2016-03-23
11670822,-0.0608,2016-03-23
14451417,-0.3667,2016-03-23
12710574,-0.0101,2016-03-23
13902990,-0.007,2016-03-23
11680728,-0.0212,2016-03-23
10830657,-0.0202,2016-03-23
17108807,-0.004,2016-03-23
11502213,-0.0294,2016-03-23
10991096,-0.0346,2016-03-23
12300733,-0.046,2016-03-23
14498460,0.0139,2016-03-23
11277176,-0.0182,2016-03-23
12089558,-0.1875,2016-03-23
13034480,0.0363,2016-03-23
11267290,-0.0976,2016-03-23
12172747,0.116,2016-03-23
14599385,0.01,2016-03-23
12320675,0.0198,2016-03-23
11082119,-0.0481,2016-03-23
14126031,-0.0263,2016-03-23
11580993,-0.0921,2016-03-23
14081062,-0.2523,2016-03-23
12691145,0.1106,2016-03-23
11872032,0.0816,2016-03-23
17135689,-0.2679,2016-03-23
12406963,-0.0769,2016-03-23
12092319,-0.002,2016-03-23
11285381,0.0276,2016-03-23
13028566,0.0188,2016-03-23
12705768,0.0363,2016-03-23
12672229,-0.0284,2016-03-23
14688857,0.0247,2016-03-23
17191212,0.0139,2016-03-23
10925330,0.0198,2016-03-23
11550104,0.009,2016-03-23
11550994,-0.0356,2016-03-23
17288247,-0.0171,2016-03-23
14122675,0.009,2016-03-23
11576406,0.9651,2016-03-23
11472663,0.0373,2016-03-23
12968623,-0.0877,2016-03-23
14742178,-0.0367,2016-03-23
14477140,-0.0131,2016-03-23
11176173,-0.004,2016-03-23
12850796,0.0325,2016-03-23
17281152,0.0344,2016-03-23
17157054,0.076,2016-03-23
11133382,0.0139,2016-03-23
14410731,0.0583,2016-03-23
12541416,0.005,2016-03-23
12853328,0.0109,2016-03-23
12926367,0.0119,2016-03-23
12925299,-0.0212,2016-03-23
14227865,-0.005,2016-03-23
14280867,-0.0336,2016-03-23
11599269,-0.0726,2016-03-23
12919627,0.0402,2016-03-23
12013602,0.1681,2016-03-23
11171147,-0.0192,2016-03-23
11171601,-0.0253,2016-03-23
10799474,0.01,2016-03-23
14277711,0.007,2016-03-23
12145358,0.0276,2016-03-23
12747783,-0.0121,2016-03-23
17187644,-0.0899,2016-03-23
11172828,-0.0336,2016-03-23
11237650,0.0592,2016-03-23
11794032,-0.1555,2016-03-23
11400852,-0.0182,2016-03-23
11983637,-0.2601,2016-03-23
17220095,-0.006,2016-03-23
13923508,-0.0192,2016-03-23
11393234,0.2807,2016-03-23
14286969,0.1293,2016-03-23
14217184,0.1187,2016-03-23
10940117,0.009,2016-03-23
10954955,-0.0726,2016-03-23
11971418,-0.0171,2016-03-23
11970806,0.1035,2016-03-23
11941225,-0.2194,2016-03-23
11361674,-0.0131,2016-03-23
14336871,0.0677,2016-03-23
12725540,0.0198,2016-03-23
14424257,-0.0171,2016-03-23
12472234,-0.009,2016-03-23
10942850,-0.1863,2016-03-23
17188959,0.0944,2016-03-23
10808245,0.0373,2016-03-23
11471549,0.0535,2016-03-23
11856058,0.2453,2016-03-23
14293336,0.0639,2016-03-23
14741466,-0.0834,2016-03-23
14610874,-0.0212,2016-03-23
14398117,0.0149,2016-03-23
12938343,-0.044,2016-03-23
11940124,0.1169,2016-03-23
14748596,0.0149,2016-03-23
12548059,-0.5293,2016-03-23
10769994,0.0402,2016-03-23
14220534,0.0723,2016-03-23
12131833,-0.0651,2016-03-23
11465855,-0.0932,2016-03-23
11214525,-0.0101,2016-03-23
11317203,-0.004,2016-03-23
12943280,-0.0253,2016-03-23
11940438,0.0402,2016-03-23
17174094,0.009,2016-03-23
12618385,0.0373,2016-03-23
17204818,-0.0747,2016-03-23
10787936,0.0383,2016-03-23
14619848,0.004,2016-03-23
11427631,-0.1009,2016-03-23
11995415,0.1441,2016-03-23
12901607,-0.0182,2016-03-23
11306580,-0.045,2016-03-23
11160027,-0.0513,2016-03-23
11652458,-0.0346,2016-03-23
10740455,-0.0222,2016-03-23
11231679,0.0334,2016-03-23
10793295,-0.0769,2016-03-23
12899083,0.5026,2016-03-23
12880237,-0.0101,2016-03-23
12881205,-0.0202,2016-03-23
12739314,-0.0367,2016-03-23
14416959,0.007,2016-03-23
12183175,0.01,2016-03-23
11999855,-0.0888,2016-03-23
14617161,-0.0121,2016-03-23
11155682,-0.0305,2016-03-23
12520517,0.005,2016-03-23
14347741,0.006,2016-03-23
12893293,-0.0233,2016-03-23
14640360,0.0889,2016-03-23
12516997,-0.006,2016-03-23
12625573,-0.2705,2016-03-23
10739973,0.005,2016-03-23
14671980,0.0119,2016-03-23
11158689,-0.091,2016-03-23
14346432,-0.0346,2016-03-23
12882465,0.0797,2016-03-23
10792656,0.005,2016-03-23
13938712,-0.001,2016-03-23
10963980,0.0611,2016-03-23
14344904,-0.0182,2016-03-23
13932198,-0.0534,2016-03-23
14668866,0.0237,2016-03-23
14239317,-0.0801,2016-03-23
11448355,0.007,2016-03-23
11168888,0.004,2016-03-23
14722102,-0.0101,2016-03-23
11447991,0.009,2016-03-23
11305715,-0.1661,2016-03-23
12639014,-0.078,2016-03-23
11653594,0.0373,2016-03-23
17160175,0.0373,2016-03-23
11225755,0.0218,2016-03-23
11763394,0.009,2016-03-23
10780468,0.0363,2016-03-23
10906299,-0.0661,2016-03-23
11454769,-0.0629,2016-03-23
11145887,-0.0274,2016-03-23
10795488,-0.0998,2016-03-23
11608516,0.4337,2016-03-23
12622499,0.0507,2016-03-23
17072229,0.0208,2016-03-23
11235182,-0.0651,2016-03-23
11421460,-0.0534,2016-03-23
11926608,-0.0111,2016-03-23
14654547,0.0129,2016-03-23
12508848,0.0497,2016-03-23
12871005,0.8047,2016-03-23
12737317,-0.0171,2016-03-23
12870530,-0.0101,2016-03-23
11165564,0.0296,2016-03-23
11446758,-0.0253,2016-03-23
12907353,-0.006,2016-03-23
10968601,0.0227,2016-03-23
17119996,-0.0171,2016-03-23
12227302,-0.0346,2016-03-23
11640539,0.1133,2016-03-23
12579757,-0.0121,2016-03-23
11640940,0.0545,2016-03-23
12150603,-0.2904,2016-03-23
14318121,0.077,2016-03-23
12026533,0.0889,2016-03-23
11343969,0.2295,2016-03-23
10760322,-0.0845,2016-03-23
12790966,0.1007,2016-03-23
14202972,-0.0408,2016-03-23
11478502,-0.0502,2016-03-23
17184184,-0.0212,2016-03-23
12808254,0.0139,2016-03-23
11741875,0.006,2016-03-23
14363925,0.0149,2016-03-23
11299994,0.1319,2016-03-23
10761261,0.0198,2016-03-23
14607009,-0.0161,2016-03-23
14201753,0.0169,2016-03-23
12760919,0.1196,2016-03-23
14392169,-0.0233,2016-03-23
12454691,-0.0294,2016-03-23
14425701,0.0469,2016-03-23
11114553,-0.1301,2016-03-23
12794009,0.1124,2016-03-23
11479299,-0.3842,2016-03-23
11115615,0.002,2016-03-23
11822931,0.004,2016-03-23
14205838,-0.0274,2016-03-23
13998985,-0.0274,2016-03-23
11822784,-0.0823,2016-03-23
14468256,-0.0629,2016-03-23
11116360,0.0169,2016-03-23
13911909,-0.002,2016-03-23
11822308,0.1765,2016-03-23
14751621,0.0286,2016-03-23
12569836,0.004,2016-03-23
12159466,0.0383,2016-03-23
11480423,0.0526,2016-03-23
14314562,-0.2998,2016-03-23
11195020,-0.064,2016-03-23
12460196,-0.0921,2016-03-23
11483039,0.1319,2016-03-23
11842068,-0.1324,2016-03-23
12197712,0.2367,2016-03-23
12804033,-0.0566,2016-03-23
10755917,-0.0325,2016-03-23
14751177,0.0592,2016-03-23
14709928,0.0431,2016-03-23
12154133,-0.1696,2016-03-23
14751010,-0.0987,2016-03-23
12605683,-0.1054,2016-03-23
12234367,-0.8723,2016-03-23
14682286,-0.0726,2016-03-23
11250977,-0.0608,2016-03-23
11204241,-0.0545,2016-03-23
12781684,-0.0367,2016-03-23
12024247,0.2601,2016-03-23
12176366,0.0392,2016-03-23
13981008,0.088,2016-03-23
12824195,0.005,2016-03-23
17075740,-0.005,2016-03-23
17151532,0.0611,2016-03-23
11947258,-0.002,2016-03-23
12975925,0.1856,2016-03-23
11946863,-0.0513,2016-03-23
12812768,-0.0141,2016-03-23
11941572,-0.0161,2016-03-23
11815953,-0.001,2016-03-23
12774576,-0.1543,2016-03-23
14041670,0.0535,2016-03-23
12022443,-0.0151,2016-03-23
12760013,0.0573,2016-03-23
12886591,-0.004,2016-03-24
11824222,0.001,2016-03-24
10721308,0.01,2016-03-24
14755826,0.1328,2016-03-24
12666732,-0.0377,2016-03-24
17251869,0.1441,2016-03-24
14722173,0.0139,2016-03-24
12531305,0.1071,2016-03-24
11622519,-0.0866,2016-03-24
17198048,0.004,2016-03-24
14328374,-0.006,2016-03-24
14094628,0.044,2016-03-24
10960660,0.0373,2016-03-24
14343700,-0.0566,2016-03-24
11960096,0.0237,2016-03-24
14347872,-0.0121,2016-03-24
12339138,0.1807,2016-03-24
11823084,-0.0141,2016-03-24
14139372,-0.004,2016-03-24
11944267,-0.1233,2016-03-24
11023621,-0.006,2016-03-24
12862688,0.0686,2016-03-24
14343856,-0.0899,2016-03-24
14661505,0.0402,2016-03-24
12150335,-0.1267,2016-03-24
14658895,-0.0233,2016-03-24
17170984,-0.0377,2016-03-24
12531219,-0.399,2016-03-24
10961914,0.0344,2016-03-24
10961914,0.0564,2016-08-08
17085548,0.1655,2016-03-24
12261923,-0.045,2016-03-24
14716038,-0.0856,2016-03-24
11325931,0.002,2016-03-24
13060659,0.0583,2016-03-24
11161798,0.0198,2016-03-24
14716106,0.0257,2016-03-24
14145817,-0.0587,2016-03-24
11564992,-0.0587,2016-03-24
13938397,0.005,2016-03-24
11621988,-0.0566,2016-03-24
13938220,-0.0182,2016-03-24
14659885,-0.001,2016-03-24
17222773,0.0286,2016-03-24
13064857,-0.0111,2016-03-24
13861377,-0.0243,2016-03-24
12624406,0.0237,2016-03-24
10904048,0.3104,2016-03-24
10942462,-0.0202,2016-03-24
12624440,-0.0576,2016-03-24
14331527,-0.007,2016-03-24
11952352,-0.1267,2016-03-24
10942421,-0.1347,2016-03-24
14508727,0.0564,2016-03-24
12278870,-0.091,2016-03-24
13974157,-0.0121,2016-03-24
14321924,1.627,2016-03-24
14462705,-0.0587,2016-03-24
10962901,-0.0151,2016-03-24
11307581,0.0411,2016-03-24
11060698,-0.046,2016-03-24
11210237,0.0917,2016-03-24
10998586,-0.402,2016-03-24
17264359,0.007,2016-03-24
11993053,-0.0998,2016-03-24
14256340,-0.0253,2016-03-24
10739871,-0.1154,2016-03-24
12883112,-0.0336,2016-03-24
13061611,0.0535,2016-03-24
11621955,-0.006,2016-03-24
11642168,-0.0367,2016-03-24
11535269,-0.2971,2016-03-24
12258824,-0.0899,2016-03-24
11308736,-0.0151,2016-03-24
13868304,0.002,2016-03-24
14695150,0.045,2016-03-24
14638182,-0.0315,2016-03-24
11322653,0.0,2016-03-24
14010244,-0.1132,2016-03-24
11668228,0.0989,2016-03-24
10924383,0.0639,2016-03-24
10763127,0.0,2016-03-24
17217240,0.008,2016-03-24
12318636,-0.0481,2016-03-24
11189531,0.0266,2016-03-24
13840495,0.0411,2016-03-24
10861965,0.0705,2016-03-24
13959333,-0.1177,2016-03-24
14490696,0.0296,2016-03-24
10907652,0.045,2016-03-24
11182562,-0.0471,2016-03-24
11620674,2.953,2016-03-24
13095057,0.0334,2016-03-24
10744945,0.0315,2016-03-24
11802843,-0.0315,2016-03-24
14497910,-0.001,2016-03-24
11942290,-0.0866,2016-03-24
10921063,-0.044,2016-03-24
11620677,0.116,2016-03-24
11528560,0.076,2016-03-24
11979064,0.0188,2016-03-24
11965311,-0.0151,2016-03-24
14450260,0.007,2016-03-24
11393299,-0.1009,2016-03-24
14306054,0.0733,2016-03-24
12559129,-0.003,2016-03-24
12550259,-0.078,2016-03-24
10715807,0.1476,2016-03-24
13875143,-0.0101,2016-03-24
17284317,0.0459,2016-03-24
17134992,-0.0101,2016-03-24
14042268,-0.0101,2016-03-24
14119326,0.6632,2016-03-24
11284291,0.0807,2016-03-24
17110341,0.0583,2016-03-24
11317666,0.002,2016-03-24
10766933,-0.006,2016-03-24
11213591,-0.0212,2016-03-24
14664782,-0.0566,2016-03-24
17207142,-0.1098,2016-03-24
10908160,-0.0315,2016-03-24
14461131,0.1258,2016-03-24
13100877,-0.0182,2016-03-24
11551142,-0.0274,2016-03-24
14298224,-0.079,2016-03-24
17185768,0.01,2016-03-24
11184442,0.0208,2016-03-24
12829334,0.0807,2016-03-24
11972812,-0.006,2016-03-24
11277643,-0.0661,2016-03-24
14316410,-0.7215,2016-03-24
14316410,-0.0651,2016-09-15
12690337,0.1133,2016-03-24
17214603,0.0237,2016-03-24
11967538,-0.004,2016-03-24
14297488,0.0305,2016-03-24
11052014,0.0169,2016-03-24
12544742,0.006,2016-03-24
11044014,0.045,2016-03-24
10857399,-0.0171,2016-03-24
11194435,-0.1043,2016-03-24
14111771,-0.0263,2016-03-24
11171857,0.006,2016-03-24
11934392,-0.0192,2016-03-24
12080880,-0.1347,2016-03-24
12765467,-0.0943,2016-03-24
12100338,-0.0502,2016-03-24
12858442,0.1432,2016-03-24
10779971,-0.001,2016-03-24
11933540,-0.0598,2016-03-24
14454322,0.0237,2016-03-24
13078011,0.0611,2016-03-24
17153562,-0.0233,2016-03-24
17255078,-0.007,2016-03-24
11639132,-0.0202,2016-03-24
13989354,-0.002,2016-03-24
17130329,0.0797,2016-03-24
11697237,0.1284,2016-03-24
11403774,-0.0513,2016-03-24
13076607,0.008,2016-03-24
17254822,0.002,2016-03-24
14655985,0.0526,2016-03-24
12667757,-0.0398,2016-03-24
11404019,0.009,2016-03-24
14722019,0.0325,2016-03-24
11842840,-0.0315,2016-03-24
11173016,-0.046,2016-03-24
14662654,0.045,2016-03-24
12845428,0.0797,2016-03-24
14410639,-0.046,2016-03-24
14666911,-0.005,2016-03-24
14719466,-0.0921,2016-03-24
11818582,-0.007,2016-03-24
12847942,-0.001,2016-03-24
14721993,-0.007,2016-03-24
11276487,0.004,2016-03-24
10776171,0.2199,2016-03-24
12542381,-0.0325,2016-03-24
11004719,0.0649,2016-03-24
11174678,0.008,2016-03-24
14625117,0.116,2016-03-24
14340022,-0.002,2016-03-24
12687239,-0.0222,2016-03-24
11693645,0.003,2016-03-24
14008155,-0.1875,2016-03-24
14282856,-0.007,2016-03-24
10878657,-0.129,2016-03-24
13882217,0.0119,2016-03-24
14454164,0.007,2016-03-24
11008817,-0.0182,2016-03-24
12084427,-0.0888,2016-03-24
10939250,-0.0545,2016-03-24
11192715,-0.0182,2016-03-24
14623629,-0.0171,2016-03-24
12542008,0.088,2016-03-24
12451967,-0.7032,2016-03-24
10819740,0.006,2016-03-24
